2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2
2,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,13,2,13,15,0,0,13,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,2
2,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,52,52,52,52,52,52
2,0,0,0,0,0,0,0,13,0,0,9,9,9,9,9,9,9,9,0,0,0,0,60,61,61,61,61,61,61
2,0,0,0,0,0,0,0,13,0,0,9,9,9,9,9,9,9,9,0,0,0,0,60,61,61,61,61,61,61
2,2,2,2,0,0,0,0,0,0,0,9,9,0,0,0,0,9,9,0,0,0,0,69,61,61,61,61,61,61
2,0,0,0,0,13,0,0,0,0,0,0,0,0,14,14,14,0,0,0,0,0,0,0,0,60,61,61,61,61
2,0,0,0,0,13,0,0,0,0,0,0,0,0,14,1,14,0,0,0,0,0,0,0,0,60,61,61,61,61
2,0,0,0,0,13,0,0,0,0,0,0,0,0,14,14,14,0,0,0,0,0,0,0,0,69,70,70,70,70
2,0,0,0,0,13,0,0,0,0,0,9,9,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,2
2,0,0,13,13,13,13,0,0,0,0,9,9,9,9,9,9,9,9,0,0,0,3,11,11,11,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,0,0,0,3,24,25,26,0,0,0,2
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,34,35,0,0,0,2
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,33,34,35,0,0,0,2
2,0,0,2,0,21,22,22,22,22,22,23,0,0,0,0,0,0,0,0,1,1,1,42,43,44,0,0,0,2
2,0,0,2,0,30,31,31,31,31,31,32,0,0,0,0,0,0,0,12,1,1,1,12,11,11,0,0,0,2
2,2,0,2,0,30,31,31,31,31,31,32,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,2
2,2,0,0,0,30,31,31,31,31,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,2,0,0,0,30,31,31,31,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,2,2,2,0,30,31,31,31,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,39,40,40,40,40,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
